apprisk,type,tz,time,appcat,action,proto,dstserver,filesize,srcmac,sentpkt,app,msg,dstport,subtype,cloudaction,trandisp,sentdelta,srcintfrole,transip,srcintf,durationdelta,appid,sessionid,rcvdpkt,incidentserialno,srcserver,direction,masterdstmac,filename,clouduser,logid,dstintf,dstintfrole,rcvddelta,utmaction,policytype,parameters,mastersrcmac,srcport,transport,sentbyte,poluuid,vd,dstmac,duration,dstip,srcip,srccountry,dstcountry,rcvdpktdelta,rcvdbyte,level,sentpktdelta,policyid,devname,applist,service,countapp,devid,date,eventtype,eventtime
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61393,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,38039,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092570196358
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61395,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,36237,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092570587284
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61397,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,43713,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092570911965
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61399,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,36305,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092571227748
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61401,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,45881,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092571605747
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61403,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,35845,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092571923797
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61405,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,39265,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092572238031
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,4,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,others,,,undefined,,port7,,25873,61390,,206427927,,outgoing,,00 01 00 00,192.168.100.2,1059028704,port7,undefined,,,sniffer,,,34561,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092043839682
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,6,,,Modbus_Func04.Read.Input.Validation,Operational.Technology: Modbus_Func04.Read.Input.Validation,502,app-ctrl,others,,,undefined,,port7,,48884,61390,,206427928,,outgoing,,"UnitID=2,Ref=1-0,Data=00 00",192.168.100.2,1059028704,port7,undefined,,,sniffer,"UnitID:2, Address:1, Address:0",,34561,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092044126996
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61390,,206427929,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,34561,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092044163228
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61390,,206427930,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,34561,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092044250534
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,4,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,others,,,undefined,,port7,,25873,61392,,206427935,,outgoing,,00 01 00 00,192.168.100.2,1059028704,port7,undefined,,,sniffer,,,35075,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092045462272
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,6,,,Modbus_Func04.Read.Input.Validation,Operational.Technology: Modbus_Func04.Read.Input.Validation,502,app-ctrl,others,,,undefined,,port7,,48884,61392,,206427936,,outgoing,,"UnitID=4,Ref=1-0,Data=00 00",192.168.100.2,1059028704,port7,undefined,,,sniffer,"UnitID:4, Address:1, Address:0",,35075,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092045554084
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61392,,206427937,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,35075,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092045634385
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61392,,206427938,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,35075,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092045755179
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,4,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,others,,,undefined,,port7,,25873,61394,,206427943,,outgoing,,00 01 00 00,192.168.100.2,1059028704,port7,undefined,,,sniffer,,,41853,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092046789288
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,6,,,Modbus_Func04.Read.Input.Validation,Operational.Technology: Modbus_Func04.Read.Input.Validation,502,app-ctrl,others,,,undefined,,port7,,48884,61394,,206427944,,outgoing,,"UnitID=6,Ref=1-0,Data=00 00",192.168.100.2,1059028704,port7,undefined,,,sniffer,"UnitID:6, Address:1, Address:0",,41853,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092046891260
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61394,,206427945,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,41853,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092046971916
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61394,,206427946,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,41853,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092047092083
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,4,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,others,,,undefined,,port7,,25873,61396,,206427951,,outgoing,,00 01 00 00,192.168.100.2,1059028704,port7,undefined,,,sniffer,,,41165,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092050891999
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,6,,,Modbus_Func04.Read.Input.Validation,Operational.Technology: Modbus_Func04.Read.Input.Validation,502,app-ctrl,others,,,undefined,,port7,,48884,61396,,206427952,,outgoing,,"UnitID=8,Ref=1-0,Data=00 00",192.168.100.2,1059028704,port7,undefined,,,sniffer,"UnitID:8, Address:1, Address:0",,41165,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092050984920
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61396,,206427953,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,41165,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092051065970
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61396,,206427954,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,41165,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092051186894
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,4,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,others,,,undefined,,port7,,25873,61398,,206427959,,outgoing,,00 01 00 00,192.168.100.2,1059028704,port7,undefined,,,sniffer,,,46767,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092052219823
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,6,,,Modbus_Func04.Read.Input.Validation,Operational.Technology: Modbus_Func04.Read.Input.Validation,502,app-ctrl,others,,,undefined,,port7,,48884,61398,,206427960,,outgoing,,"UnitID=10,Ref=1-0,Data=00 00",192.168.100.2,1059028704,port7,undefined,,,sniffer,"UnitID:10, Address:1, Address:0",,46767,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092052309545
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61398,,206427961,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,46767,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092052389819
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61398,,206427962,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,46767,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092052511269
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,4,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,others,,,undefined,,port7,,25873,61400,,206427967,,outgoing,,00 01 00 00,192.168.100.2,1059028704,port7,undefined,,,sniffer,,,37409,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092053509566
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,6,,,Modbus_Func04.Read.Input.Validation,Operational.Technology: Modbus_Func04.Read.Input.Validation,502,app-ctrl,others,,,undefined,,port7,,48884,61400,,206427968,,outgoing,,"UnitID=12,Ref=1-0,Data=00 00",192.168.100.2,1059028704,port7,undefined,,,sniffer,"UnitID:12, Address:1, Address:0",,37409,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092053637883
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61400,,206427969,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,37409,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092053727950
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61400,,206427970,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,37409,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092053857092
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,4,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,others,,,undefined,,port7,,25873,61402,,206427975,,outgoing,,00 01 00 00,192.168.100.2,1059028704,port7,undefined,,,sniffer,,,40715,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092054914423
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,6,,,Modbus_Func04.Read.Input.Validation,Operational.Technology: Modbus_Func04.Read.Input.Validation,502,app-ctrl,others,,,undefined,,port7,,48884,61402,,206427976,,outgoing,,"UnitID=14,Ref=1-0,Data=00 00",192.168.100.2,1059028704,port7,undefined,,,sniffer,"UnitID:14, Address:1, Address:0",,40715,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092055004879
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61402,,206427977,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,40715,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092055089998
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61402,,206427978,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,40715,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092055209884
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,4,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,others,,,undefined,,port7,,25873,61404,,206427983,,outgoing,,00 01 00 00,192.168.100.2,1059028704,port7,undefined,,,sniffer,,,41185,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092056213735
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,6,,,Modbus_Func04.Read.Input.Validation,Operational.Technology: Modbus_Func04.Read.Input.Validation,502,app-ctrl,others,,,undefined,,port7,,48884,61404,,206427984,,outgoing,,"UnitID=16,Ref=1-0,Data=00 00",192.168.100.2,1059028704,port7,undefined,,,sniffer,"UnitID:16, Address:1, Address:0",,41185,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092056307145
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61404,,206427985,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,41185,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092056387493
elevated,utm,-0700,21:18:12,Operational.Technology,pass,6,,,,,Modbus_Read.Input.Registers,Operational.Technology: Modbus_Read.Input.Registers,502,app-ctrl,,,,undefined,,port7,,25873,61404,,206427986,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,,41185,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.100.3,192.168.100.2,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,MODBUS,,FGVM02TM24011031,2024-09-07,signature,1725769092056514636
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61390,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,34561,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092569569390
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61392,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,35075,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092570030880
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61394,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,41853,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092570405653
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61396,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,41165,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092570752291
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61398,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,46767,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092571071346
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61400,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,37409,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092571429275
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61402,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,40715,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092571766818
elevated,traffic,-0700,21:18:12,Industrial,accept,6,0,,08:00:27:27:0f:cb,5,Modbus_Read.Input.Registers,,502,sniffer,,snat,13,undefined,0.0.0.0,port7,1,25873,61404,3,,0,,08:00:27:b0:47:08,,,0004000017,port7,undefined,1,allow,sniffer,,08:00:27:27:0f:cb,41185,0,13,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,08:00:27:b0:47:08,1,192.168.100.3,192.168.100.2,Reserved,Reserved,3,1,notice,5,4,FGDIT,,tcp/502,4,FGVM02TM24011031,2024-09-07,,1725769092572082177
